Frequency,key size,data self life,migration,vendor supply time,Algo,App_type,Application,Data Sensisitivity,arch flexibility,data trans(algo),is third party quantum safe,third party used,vendor pqc compliant
8902,1024,10,1,5,RSA,web,A,HIGH,NO,RSA,,NO,YES
123457,1024,8,2,9,RSA,STANDALONE,C,HIGH,YES,RSA,NO,NO,NO
2142,0,9,2,7,AES,MIX,B,LOW,YES,RSA,NO,YES,NO
5230,0,9,3,9,ECDHE,STANDALONE,B,LOW,,RSA,YES,YES,
829,887,9,1,9,RSA,web,A,LOW,NO,RSA,,YES,NO
9401,224,9,2,1,ECDHE,web,B,HIGH,YES,RSA,NO,NO,NO
113947,31,7,2,6,AES,MIX,B,MEDIUM,YES,RSA,NO,YES,
40045,0,9,3,9,RSA,MIX,A,LOW,YES,RSA,NO,YES,NO
228106,6,9,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
4497,47,9,2,6,RSA,web,B,LOW,YES,RSA,,NO,NO
2876,0,9,2,12,AES,STANDALONE,B,LOW,NO,RSA,NO,YES,
99739,2048,8,2,7,AES,web,D,HIGH,YES,RSA,,NO,NO
445728,1024,9,1,1,RSA,web,D,HIGH,YES,RSA,,NO,YES
12,151,9,2,7,RSA,MIX,A,HIGH,NO,RSA,,YES,NO
94278,0,10,2,9,RSA,MIX,A,HIGH,YES,RSA,,YES,NO
123476,1024,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
9879767,2048,8,2,1,RSA,web,D,HIGH,YES,RSA,,NO,NO
88880,0,7,2,4,AES,web,B,HIGH,,RSA,,NO,NO
389073,0,10,1,9,ECDHE,web,A,HIGH,YES,RSA,,NO,NO
100997,2048,9,2,6,RSA,MIX,A,LOW,YES,RSA,,NO,YES
123459,1769,7,2,6,RSA,STANDALONE,D,HIGH,,RSA,YES,YES,NO
123460,0,9,3,7,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,NO,YES,NO
2868,0,8,1,9,ECDHE,web,B,LOW,,RSA,NO,NO,NO
2393,542,10,1,6,AES,web,A,HIGH,NO,RSA,,NO,NO
88890,333,9,2,9,RSA,STANDALONE,B,LOW,YES,RSA,YES,YES,NO
64791,887,9,2,9,DES,web,B,HIGH,,RSA,YES,YES,NO
99414,2455,8,3,9,RSA,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,
952745,569,7,2,4,RSA,web,B,HIGH,,RSA,,YES,
3605,195,9,2,12,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,
9955169,0,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
1359,2048,8,1,6,RSA,web,A,HIGH,YES,RSA,NO,NO,NO
9939700,2048,8,1,1,RSA,web,D,HIGH,,RSA,,NO,NO
4019,2698,9,2,1,RSA,web,D,HIGH,NO,RSA,,NO,NO
948571,256,7,2,9,RSA,web,C,MEDIUM,YES,RSA,YES,YES,
9964842,486,7,2,9,RSA,MIX,D,MEDIUM,,RSA,YES,NO,
4213,3830,10,1,9,RSA,web,B,MEDIUM,NO,RSA,,NO,YES
94839,561,7,3,10,ECDHE,MIX,D,HIGH,NO,RSA,YES,YES,NO
979954,256,9,2,9,RSA,STANDALONE,A,LOW,YES,RSA,NO,NO,NO
220964,0,9,1,9,AES,web,B,HIGH,YES,RSA,,YES,YES
3999,2271,9,2,6,RSA,web,A,HIGH,,RSA,NO,YES,NO
16395,2048,9,3,12,RSA,STANDALONE,B,LOW,YES,RSA,YES,YES,
9887,103,8,2,12,RSA,STANDALONE,B,HIGH,YES,RSA,NO,YES,NO
4460,256,8,2,6,DES,web,B,MEDIUM,,RSA,NO,YES,NO
985591,777,9,3,9,ECDHE,STANDALONE,C,HIGH,YES,RSA,NO,YES,
8463,0,8,2,6,ECDHE,web,D,HIGH,YES,RSA,,NO,NO
86177,3207,7,1,9,RSA,MIX,C,HIGH,,RSA,,YES,NO
308,256,8,3,12,RSA,MIX,B,LOW,YES,RSA,YES,YES,NO
92077,439,10,2,6,DES,web,A,HIGH,YES,RSA,,NO,YES
528802,830,8,3,9,RSA,MIX,B,MEDIUM,YES,RSA,YES,YES,
92523,0,9,2,8,DES,web,D,HIGH,NO,RSA,NO,YES,NO
943094,256,7,2,10,DES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
973649,0,8,2,1,RSA,web,D,LOW,,RSA,NO,NO,NO
3692270,166,7,3,9,RSA,web,C,HIGH,,RSA,YES,YES,
62824,0,8,3,9,RSA,STANDALONE,B,LOW,YES,RSA,NO,YES,
92278,0,10,1,4,ECDHE,web,A,HIGH,NO,RSA,,NO,YES
110918,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
66688,2048,8,2,3,RSA,web,A,HIGH,YES,RSA,,NO,NO
3340,0,8,2,6,RSA,MIX,A,HIGH,NO,RSA,NO,NO,NO
15992,0,9,2,9,ECDHE,web,B,HIGH,YES,RSA,,YES,NO
18755,1616,8,2,9,RSA,web,C,LOW,YES,RSA,NO,NO,NO
12,207,9,2,9,ECDHE,MIX,B,HIGH,NO,RSA,,NO,NO
12,833,8,2,6,RSA,MIX,B,LOW,NO,RSA,NO,NO,NO
24519,0,8,2,6,RSA,web,B,HIGH,YES,RSA,,NO,NO
89484,2048,8,3,11,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
1256,256,10,2,3,AES,MIX,A,HIGH,NO,RSA,,YES,YES
2548,256,10,2,12,ECDHE,MIX,A,LOW,YES,RSA,,YES,NO
51491,256,9,3,12,DES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3465,12,10,1,9,ECDHE,web,B,HIGH,NO,RSA,NO,YES,YES
123472,748,9,2,4,RSA,web,B,HIGH,YES,RSA,,NO,NO
9995726,0,7,3,9,DES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3786,124,9,1,9,ECDHE,STANDALONE,A,HIGH,NO,RSA,,NO,NO
2810754,2048,10,2,12,ECDHE,web,C,HIGH,YES,RSA,,YES,NO
7983,1953,7,2,1,AES,web,A,HIGH,,RSA,,NO,NO
106114,256,9,3,9,RSA,MIX,C,HIGH,NO,RSA,,YES,NO
7061,1024,10,1,6,AES,MIX,A,LOW,NO,RSA,,NO,YES
119702,256,8,1,6,RSA,web,D,HIGH,YES,RSA,,NO,NO
4551,0,8,2,7,ECDHE,MIX,B,MEDIUM,NO,RSA,NO,NO,YES
6237,1136,9,2,9,RSA,MIX,C,LOW,NO,RSA,NO,YES,NO
9903485,0,8,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
10000000,256,7,3,11,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
917038,166,9,2,9,ECDHE,web,B,MEDIUM,NO,RSA,,YES,
581,256,7,1,6,AES,web,B,HIGH,,RSA,,NO,NO
89038,2048,7,2,9,RSA,STANDALONE,D,HIGH,,RSA,YES,YES,
140701,256,7,2,6,RSA,STANDALONE,D,MEDIUM,,RSA,,NO,NO
542220,1377,7,2,12,RSA,MIX,C,MEDIUM,,RSA,YES,YES,
5230,0,10,2,9,DES,MIX,B,LOW,NO,RSA,NO,YES,NO
518782,2048,10,1,9,RSA,web,A,HIGH,YES,RSA,,NO,YES
7784,0,9,3,6,RSA,STANDALONE,B,MEDIUM,NO,RSA,NO,YES,NO
123466,0,7,2,6,AES,web,D,MEDIUM,NO,RSA,,NO,NO
32498,310,10,2,6,RSA,web,B,LOW,NO,RSA,,NO,
99548,2161,9,2,9,RSA,web,A,HIGH,NO,RSA,,YES,
1485,256,10,2,12,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,NO
99347,256,7,2,1,AES,web,D,HIGH,,RSA,,NO,NO
99096,2048,8,2,9,RSA,STANDALONE,C,HIGH,,RSA,NO,YES,
922,0,10,2,9,DES,MIX,B,LOW,NO,RSA,NO,NO,NO
9915774,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
99993,221,9,2,12,RSA,MIX,C,MEDIUM,YES,RSA,NO,YES,NO
106417,1449,8,3,6,AES,web,C,MEDIUM,YES,RSA,,YES,
92927,1403,9,1,9,RSA,web,A,HIGH,YES,RSA,,NO,YES
24084,4,8,2,1,ECDHE,web,D,HIGH,YES,RSA,,NO,NO
196426,524,8,3,9,RSA,MIX,B,LOW,YES,RSA,YES,YES,
3507,946,8,3,6,RSA,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,NO
2421725,0,8,3,9,ECDHE,STANDALONE,C,MEDIUM,,RSA,,YES,
113818,1927,9,2,10,RSA,web,C,MEDIUM,YES,RSA,,NO,
2046,0,9,1,8,RSA,MIX,B,HIGH,YES,RSA,,YES,NO
119518,3488,9,2,12,RSA,MIX,A,HIGH,YES,RSA,YES,YES,
123459,2048,8,3,3,RSA,web,C,HIGH,,RSA,,NO,NO
98830,0,7,2,2,AES,web,B,MEDIUM,,RSA,,NO,NO
887851,0,7,3,1,ECDHE,web,C,HIGH,,RSA,YES,NO,
9258,0,7,3,9,ECDHE,web,C,MEDIUM,,RSA,YES,YES,
3286,0,10,1,1,DES,web,B,HIGH,NO,RSA,,NO,YES
34492,1853,8,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
906606,1024,7,2,8,AES,MIX,D,HIGH,,RSA,NO,NO,NO
944671,2941,9,3,6,RSA,web,B,MEDIUM,YES,RSA,,YES,
6459,137,8,3,4,ECDHE,MIX,D,HIGH,NO,RSA,YES,YES,NO
443659,2574,8,2,11,RSA,web,B,MEDIUM,YES,RSA,YES,YES,YES
95548,242,9,3,5,ECDHE,MIX,B,MEDIUM,YES,RSA,NO,YES,YES
99166,365,9,2,12,RSA,MIX,B,HIGH,YES,RSA,NO,NO,
123462,2048,9,2,8,RSA,web,B,MEDIUM,NO,RSA,,NO,NO
62754,385,10,1,6,RSA,web,A,LOW,YES,RSA,,NO,YES
7170978,2048,7,2,4,RSA,STANDALONE,D,MEDIUM,YES,RSA,YES,NO,NO
29044,271,9,2,6,ECDHE,MIX,B,HIGH,YES,RSA,NO,YES,NO
486,210,10,1,3,RSA,web,A,HIGH,YES,RSA,,NO,YES
61046,44,9,2,12,ECDHE,web,C,MEDIUM,YES,RSA,YES,YES,
9920793,443,9,3,11,ECDHE,MIX,C,MEDIUM,YES,RSA,YES,NO,
2796,1184,8,2,1,AES,web,B,LOW,YES,RSA,,NO,NO
3585,0,10,2,9,RSA,web,B,LOW,YES,RSA,NO,YES,NO
98946,1024,10,2,9,ECDHE,web,B,HIGH,YES,RSA,NO,NO,YES
10000000,1024,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
2233874,256,9,2,1,RSA,web,D,HIGH,NO,RSA,,YES,NO
892589,539,9,2,6,AES,MIX,B,HIGH,YES,RSA,,NO,YES
4528,1623,8,1,1,AES,web,A,HIGH,,RSA,,NO,YES
123472,0,9,3,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,NO
2950,0,9,2,12,RSA,MIX,C,LOW,NO,RSA,YES,YES,
954,256,8,2,6,RSA,web,B,LOW,YES,RSA,,YES,YES
1208,0,7,2,1,ECDHE,web,D,HIGH,,RSA,NO,NO,NO
122521,214,8,2,9,ECDHE,STANDALONE,C,LOW,NO,RSA,YES,YES,
123456,1010,9,3,12,ECDHE,STANDALONE,B,LOW,YES,RSA,YES,YES,
159605,1024,9,2,9,RSA,MIX,C,HIGH,YES,RSA,NO,YES,NO
2437,475,9,2,6,RSA,web,A,LOW,,RSA,NO,YES,NO
2352,59,9,2,9,DES,STANDALONE,B,LOW,YES,RSA,,NO,YES
9881070,233,9,2,6,AES,web,D,HIGH,YES,RSA,,NO,NO
99691,1939,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
9138,516,8,2,12,ECDHE,web,A,MEDIUM,YES,RSA,YES,NO,NO
98262,0,8,2,12,RSA,web,B,LOW,,RSA,YES,YES,
99386,0,8,2,6,AES,STANDALONE,C,HIGH,NO,RSA,NO,YES,NO
3128,2480,9,3,2,RSA,web,D,HIGH,YES,RSA,YES,NO,NO
1016,855,9,2,6,AES,MIX,C,LOW,YES,RSA,NO,NO,YES
123469,0,8,1,12,DES,MIX,C,LOW,YES,RSA,YES,YES,
4144,2048,7,2,6,RSA,STANDALONE,D,MEDIUM,NO,RSA,YES,NO,YES
95664,1024,7,3,12,ECDHE,MIX,C,MEDIUM,NO,RSA,YES,YES,
6362,0,8,2,12,ECDHE,MIX,B,MEDIUM,YES,RSA,NO,YES,
440871,0,8,2,11,AES,MIX,C,MEDIUM,,RSA,YES,YES,
102883,0,8,2,6,ECDHE,web,C,HIGH,YES,RSA,YES,NO,NO
846755,194,7,2,9,AES,MIX,D,MEDIUM,YES,RSA,YES,YES,NO
9881656,256,7,3,6,RSA,STANDALONE,C,MEDIUM,YES,RSA,,NO,NO
9465682,0,8,3,9,ECDHE,MIX,A,MEDIUM,YES,RSA,YES,YES,
105925,0,7,3,12,ECDHE,STANDALONE,B,LOW,NO,RSA,YES,YES,
98848,0,7,2,12,ECDHE,MIX,C,MEDIUM,NO,RSA,YES,YES,NO
123465,783,8,1,9,ECDHE,web,B,HIGH,NO,RSA,NO,NO,YES
939426,2048,8,2,5,RSA,web,D,LOW,YES,RSA,,NO,YES
104463,217,7,3,9,RSA,STANDALONE,B,LOW,YES,RSA,YES,YES,NO
89526,256,9,2,7,RSA,STANDALONE,D,HIGH,YES,RSA,NO,NO,YES
1343,0,8,2,6,ECDHE,MIX,D,LOW,NO,RSA,NO,YES,NO
2524553,2264,7,2,6,RSA,web,C,HIGH,,RSA,,NO,NO
21944,0,8,2,1,AES,MIX,A,LOW,,RSA,,NO,YES
4075515,859,8,3,9,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
1253,11,10,2,11,AES,MIX,A,LOW,NO,RSA,NO,YES,YES
100274,0,10,1,1,AES,web,A,HIGH,NO,RSA,,NO,YES
578,0,10,2,8,ECDHE,MIX,A,LOW,NO,RSA,NO,YES,YES
88983,22,8,1,1,RSA,web,D,HIGH,,RSA,,NO,NO
78597,94,8,1,6,RSA,web,A,LOW,YES,RSA,,NO,NO
7488198,1775,7,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
2758,0,7,3,7,AES,MIX,B,HIGH,NO,RSA,NO,NO,NO
94035,256,10,2,12,RSA,MIX,A,LOW,YES,RSA,NO,YES,YES
107678,256,9,2,4,RSA,web,B,LOW,,RSA,,YES,
123477,0,9,1,9,ECDHE,MIX,B,LOW,YES,RSA,,NO,YES
108932,0,9,2,9,ECDHE,web,B,LOW,NO,RSA,YES,YES,NO
949417,2048,8,2,9,RSA,MIX,C,MEDIUM,NO,RSA,,YES,NO
4258,2781,9,1,6,RSA,web,A,HIGH,YES,RSA,,NO,YES
744059,0,7,1,11,ECDHE,STANDALONE,A,LOW,YES,RSA,,YES,NO
5032,0,8,3,10,AES,STANDALONE,C,HIGH,NO,RSA,NO,YES,
123465,96,8,2,3,AES,web,B,HIGH,NO,RSA,,NO,NO
99023,1874,7,1,1,AES,web,D,HIGH,,RSA,,NO,NO
123459,589,8,2,12,RSA,web,A,HIGH,YES,RSA,YES,NO,NO
99307,2048,10,1,6,RSA,web,B,HIGH,YES,RSA,,NO,
46804,0,7,3,7,DES,STANDALONE,D,LOW,,RSA,YES,YES,NO
74392,1442,8,2,8,RSA,STANDALONE,D,HIGH,,RSA,NO,YES,NO
50615,2048,7,2,9,RSA,MIX,D,LOW,YES,RSA,,NO,NO
9724,2012,7,2,7,RSA,web,D,HIGH,YES,RSA,NO,NO,YES
9924806,0,7,3,6,DES,MIX,C,MEDIUM,,RSA,YES,NO,NO
99036,2048,8,2,12,RSA,web,C,MEDIUM,YES,RSA,YES,YES,
8587,0,9,1,10,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
123457,227,9,2,1,RSA,web,D,HIGH,NO,RSA,NO,NO,YES
120872,256,9,2,9,RSA,web,A,HIGH,NO,RSA,NO,NO,
123462,1024,9,2,9,RSA,STANDALONE,A,HIGH,YES,RSA,,YES,
874809,2048,8,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
5249028,2048,7,1,9,RSA,STANDALONE,D,MEDIUM,YES,RSA,NO,NO,NO
1118,2048,9,2,6,AES,web,C,HIGH,YES,RSA,NO,YES,YES
109610,235,8,2,12,RSA,web,C,LOW,YES,RSA,,YES,
123475,86,8,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
82376,0,10,2,12,DES,MIX,B,MEDIUM,YES,RSA,NO,YES,NO
9931265,2048,7,2,6,RSA,web,C,MEDIUM,YES,RSA,,NO,NO
8849,291,7,1,1,AES,web,A,HIGH,,RSA,,NO,NO
96150,2048,8,3,9,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,NO
2145,0,9,2,12,RSA,MIX,B,LOW,YES,RSA,NO,YES,NO
5277,37,8,2,12,RSA,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,NO
4045,0,9,3,6,ECDHE,MIX,B,LOW,NO,RSA,NO,NO,
99550,1140,10,2,12,RSA,web,A,MEDIUM,YES,RSA,NO,YES,YES
9967253,259,9,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,,YES,
99602,2048,8,2,9,RSA,web,A,LOW,YES,RSA,,YES,
46180,176,9,2,6,ECDHE,web,D,HIGH,YES,RSA,,NO,
116619,13,9,2,9,DES,STANDALONE,A,LOW,YES,RSA,,NO,
8917047,0,9,2,12,ECDHE,web,C,MEDIUM,YES,RSA,YES,YES,NO
4479389,1973,9,2,9,RSA,web,C,MEDIUM,YES,RSA,,YES,NO
5140668,256,9,2,9,ECDHE,STANDALONE,A,HIGH,YES,RSA,YES,YES,
102593,1890,8,2,6,AES,STANDALONE,C,HIGH,YES,RSA,,NO,NO
2543944,134,8,3,9,AES,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,NO
98931,2048,8,2,6,RSA,web,A,HIGH,YES,RSA,NO,NO,NO
91190,0,8,1,5,ECDHE,web,D,HIGH,,RSA,,NO,NO
123463,182,9,2,12,ECDHE,MIX,A,LOW,,RSA,,YES,
13012,925,9,2,9,RSA,web,C,MEDIUM,,RSA,,YES,NO
1783,0,9,2,9,ECDHE,STANDALONE,B,LOW,NO,RSA,NO,YES,NO
156863,1644,7,2,6,RSA,STANDALONE,D,HIGH,YES,RSA,,NO,YES
109987,256,8,3,9,ECDHE,MIX,C,LOW,,RSA,NO,NO,YES
3946,0,10,2,6,ECDHE,web,B,HIGH,YES,RSA,,YES,NO
2692,0,10,2,9,AES,MIX,B,LOW,NO,RSA,NO,YES,NO
111926,0,7,3,9,ECDHE,STANDALONE,C,LOW,NO,RSA,YES,YES,NO
5687533,3980,10,1,9,ECDHE,web,A,HIGH,YES,RSA,,NO,YES
99495,2491,10,2,9,RSA,web,C,HIGH,YES,RSA,NO,NO,YES
3157,220,8,2,9,DES,MIX,B,HIGH,,RSA,,NO,NO
9990133,0,7,2,1,ECDHE,web,D,HIGH,,RSA,,NO,NO
4397,1024,7,2,6,AES,web,D,HIGH,NO,RSA,,YES,NO
2828,2048,10,2,6,RSA,web,A,HIGH,YES,RSA,NO,NO,NO
913,2,10,2,9,RSA,MIX,D,LOW,NO,RSA,NO,YES,
2420,0,9,2,6,RSA,MIX,B,LOW,NO,RSA,NO,NO,NO
10000000,0,9,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
99257,0,8,2,9,RSA,MIX,B,HIGH,YES,RSA,YES,YES,NO
99546,560,10,2,9,RSA,MIX,C,HIGH,YES,RSA,NO,YES,
123461,100,10,2,8,ECDHE,web,A,HIGH,YES,RSA,,NO,YES
3079,256,10,1,12,RSA,web,B,MEDIUM,NO,RSA,NO,YES,YES
268248,0,7,3,9,ECDHE,MIX,C,LOW,YES,RSA,YES,YES,NO
94789,0,8,1,6,ECDHE,web,A,HIGH,NO,RSA,NO,YES,NO
4557,256,8,2,12,RSA,STANDALONE,B,LOW,NO,RSA,NO,YES,NO
4386,0,8,2,11,ECDHE,MIX,D,LOW,NO,RSA,YES,YES,NO
941390,1024,8,2,6,RSA,web,A,HIGH,,RSA,,NO,YES
115232,2048,10,2,8,RSA,web,A,HIGH,YES,RSA,,NO,YES
3373,2048,8,2,6,RSA,web,A,HIGH,YES,RSA,,YES,NO
962502,597,8,2,6,ECDHE,web,D,HIGH,YES,RSA,,NO,
123461,52,10,2,9,AES,STANDALONE,B,HIGH,YES,RSA,NO,YES,NO
447068,186,9,1,9,RSA,MIX,B,MEDIUM,YES,RSA,,NO,YES
96458,1399,8,2,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,NO
113835,2048,9,1,6,RSA,MIX,B,HIGH,YES,RSA,NO,NO,NO
923666,0,7,2,6,ECDHE,MIX,D,MEDIUM,NO,RSA,,NO,NO
2390,256,7,1,6,RSA,web,A,HIGH,,RSA,,NO,NO
9840,2048,10,2,9,RSA,MIX,A,HIGH,YES,RSA,,YES,NO
4163,2048,8,2,6,RSA,STANDALONE,B,LOW,NO,RSA,,NO,NO
120903,2048,8,2,10,RSA,STANDALONE,D,HIGH,YES,RSA,,YES,NO
8787,2048,9,2,11,RSA,web,C,MEDIUM,YES,RSA,NO,YES,NO
123469,0,10,1,9,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,YES
99563,0,7,3,9,ECDHE,MIX,C,MEDIUM,,RSA,YES,YES,NO
881348,93,9,2,8,ECDHE,MIX,C,HIGH,YES,RSA,NO,NO,YES
1799,1024,10,2,5,RSA,web,A,HIGH,YES,RSA,NO,YES,YES
203886,327,8,2,1,RSA,web,D,HIGH,,RSA,,NO,NO
973169,0,8,1,4,ECDHE,web,D,HIGH,NO,RSA,,NO,YES
3682,2002,8,3,6,RSA,web,D,LOW,YES,RSA,YES,YES,NO
98989,2048,9,2,9,RSA,MIX,A,HIGH,YES,RSA,NO,YES,YES
119095,256,8,2,12,ECDHE,STANDALONE,C,HIGH,YES,RSA,YES,YES,
902563,0,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
92549,67,8,2,12,ECDHE,MIX,C,HIGH,YES,RSA,,YES,NO
88792,0,8,2,6,ECDHE,MIX,D,MEDIUM,YES,RSA,,YES,NO
88167,256,9,2,6,RSA,web,A,HIGH,,RSA,,NO,NO
937386,0,8,2,6,ECDHE,web,B,HIGH,NO,RSA,YES,NO,NO
90438,256,10,1,10,RSA,MIX,A,LOW,NO,RSA,,NO,YES
105620,0,7,2,10,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,NO
123470,681,9,1,9,RSA,web,C,HIGH,YES,RSA,YES,YES,NO
123461,0,8,3,9,DES,STANDALONE,C,LOW,YES,RSA,YES,YES,
62156,2048,9,2,1,RSA,web,D,HIGH,,RSA,NO,NO,YES
98922,217,8,3,9,RSA,STANDALONE,C,MEDIUM,,RSA,YES,YES,NO
122975,2704,8,3,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
117391,0,10,1,12,ECDHE,web,A,LOW,YES,RSA,NO,YES,YES
222316,1277,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
88387,2048,10,2,1,AES,web,A,HIGH,,RSA,,NO,YES
99989,0,9,3,12,ECDHE,web,C,LOW,NO,RSA,NO,YES,YES
99763,0,9,2,6,RSA,web,C,LOW,NO,RSA,,NO,YES
94775,1843,8,1,6,RSA,STANDALONE,B,HIGH,,RSA,NO,NO,NO
961364,2048,7,3,6,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,NO,
498,1710,10,1,6,AES,web,A,HIGH,YES,RSA,,NO,NO
123477,4096,9,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,NO,YES
99468,1334,9,2,1,RSA,web,A,HIGH,YES,RSA,,NO,YES
4480,2048,9,1,12,AES,web,A,HIGH,YES,RSA,YES,YES,YES
911310,2048,9,2,1,RSA,web,D,HIGH,YES,RSA,,NO,NO
97696,0,9,2,6,RSA,web,D,LOW,YES,RSA,,NO,
1671,2048,7,2,1,AES,web,D,HIGH,,RSA,,NO,NO
90363,0,8,2,9,RSA,web,D,LOW,,RSA,YES,NO,
14220,1024,8,3,1,AES,STANDALONE,D,HIGH,,RSA,YES,NO,NO
103133,2048,10,2,12,RSA,MIX,B,MEDIUM,YES,RSA,NO,YES,
300445,143,8,2,9,RSA,web,D,HIGH,YES,RSA,NO,YES,YES
7639614,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
99106,0,9,1,6,AES,web,B,HIGH,YES,RSA,YES,YES,YES
1703,0,10,3,12,DES,MIX,C,LOW,NO,RSA,NO,YES,
92148,0,7,1,6,AES,STANDALONE,A,LOW,NO,RSA,NO,YES,NO
4587,291,9,2,12,RSA,web,B,MEDIUM,NO,RSA,NO,YES,YES
113525,208,8,2,12,DES,MIX,B,LOW,YES,RSA,NO,YES,
123477,1183,9,2,1,ECDHE,web,C,HIGH,YES,RSA,,NO,NO
8241566,0,9,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,NO,
94023,0,8,2,9,ECDHE,MIX,C,MEDIUM,NO,RSA,,YES,
456493,0,8,3,9,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,NO
72312,0,10,1,6,ECDHE,MIX,A,LOW,YES,RSA,NO,YES,YES
4505354,256,7,2,6,AES,STANDALONE,D,MEDIUM,,RSA,,YES,NO
99261,2048,9,2,1,RSA,web,A,HIGH,NO,RSA,NO,NO,YES
5512,213,9,2,6,DES,web,B,MEDIUM,YES,RSA,,YES,YES
106524,0,7,2,6,ECDHE,STANDALONE,A,HIGH,,RSA,,YES,NO
3087,2048,9,2,9,ECDHE,web,D,HIGH,YES,RSA,NO,YES,NO
9923811,55,7,3,6,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,NO,NO
123475,0,7,3,9,ECDHE,MIX,B,MEDIUM,YES,RSA,YES,YES,NO
98277,0,8,2,6,ECDHE,web,B,LOW,,RSA,NO,YES,YES
1034,0,9,1,6,ECDHE,MIX,C,HIGH,,RSA,,NO,NO
9473,256,8,2,6,AES,web,A,LOW,YES,RSA,YES,NO,
9850,1024,8,3,6,RSA,STANDALONE,D,MEDIUM,NO,RSA,,YES,NO
9904480,1752,7,3,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
857,422,7,3,6,RSA,MIX,B,HIGH,NO,RSA,NO,YES,NO
3003,0,7,2,1,AES,web,A,HIGH,,RSA,NO,NO,NO
9796962,0,7,2,6,ECDHE,web,D,HIGH,,RSA,,NO,NO
7222,26,9,1,1,ECDHE,web,A,HIGH,,RSA,,NO,NO
6402,1024,8,1,6,RSA,web,D,HIGH,YES,RSA,,NO,NO
2695,797,10,1,9,RSA,web,A,HIGH,NO,RSA,,NO,NO
955907,256,7,1,6,ECDHE,web,C,MEDIUM,YES,RSA,,YES,NO
113162,2048,9,3,9,RSA,MIX,B,HIGH,YES,RSA,YES,YES,
8763,1024,9,1,6,RSA,web,C,HIGH,,RSA,,NO,NO
19126,0,7,3,9,ECDHE,STANDALONE,B,HIGH,NO,RSA,YES,YES,NO
9996590,1024,9,3,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
106040,294,7,3,12,RSA,MIX,D,MEDIUM,NO,RSA,NO,YES,NO
9921558,91,8,3,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
56633,4096,9,1,10,RSA,STANDALONE,A,HIGH,YES,RSA,,NO,YES
3112,2048,8,1,9,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
