Application,App_type,Algo,Frequency,key size,Data Sensisitivity,arch flexibility,third party used,is third party quantum safe,data trans(algo),data self life,migration,vendor pqc compliant,vendor supply time
A,MIX,ECDHE,16203923,4096,LOW,YES,YES,,RSA,9,3,NO,5
D,STANDALONE,RSA,9720876,4096,MEDIUM,NO,YES,NO,RSA,10,3,NO,1
C,web,RSA,2126638,0,HIGH,,YES,,RSA,10,3,,4
D,MIX,RSA,16232217,0,MEDIUM,NO,YES,,RSA,10,2,,10
A,web,RSA,2033361,472,LOW,NO,YES,NO,RSA,9,2,,2
B,STANDALONE,RSA,8292084,1258,MEDIUM,NO,YES,,RSA,10,3,,4
B,MIX,DES,261474,2277,LOW,YES,YES,,RSA,10,3,,1
B,web,DES,15891012,822,HIGH,,YES,,RSA,10,3,,3
C,web,ECDHE,6416271,969,HIGH,,YES,NO,RSA,10,3,,5
B,STANDALONE,ECDHE,2390099,1695,MEDIUM,YES,YES,,RSA,9,1,,8
A,STANDALONE,ECDHE,4235630,702,LOW,YES,YES,,RSA,10,3,,12
B,STANDALONE,AES,12451998,4096,HIGH,YES,YES,YES,RSA,10,3,,5
A,web,AES,7582766,0,LOW,YES,NO,YES,RSA,10,3,,1
B,STANDALONE,RSA,8378112,0,HIGH,,YES,,RSA,10,3,YES,4
B,web,RSA,5726737,0,HIGH,YES,YES,,RSA,10,3,NO,12
A,STANDALONE,ECDHE,771802,0,HIGH,,YES,,RSA,10,3,,1
B,MIX,DES,4149484,3284,HIGH,YES,YES,YES,RSA,9,3,NO,9
C,MIX,AES,13169038,0,HIGH,,YES,YES,RSA,10,2,NO,5
D,web,ECDHE,1389051,4096,HIGH,,NO,,RSA,7,2,,1
A,MIX,RSA,4116405,3808,HIGH,,YES,NO,RSA,9,3,,8
C,STANDALONE,AES,4621590,1412,LOW,YES,NO,YES,RSA,10,3,,12
C,web,DES,6103288,4096,LOW,,YES,NO,RSA,7,2,NO,12
D,MIX,RSA,5486274,3505,MEDIUM,YES,NO,YES,RSA,9,2,NO,5
B,web,ECDHE,5764339,199,MEDIUM,NO,YES,NO,RSA,10,2,,5
D,STANDALONE,RSA,7554388,0,HIGH,NO,YES,YES,RSA,10,3,NO,8
D,web,ECDHE,6690541,573,LOW,YES,YES,NO,RSA,10,3,,8
C,MIX,RSA,15486631,1718,MEDIUM,YES,YES,,RSA,9,3,,5
B,web,RSA,15066154,1093,HIGH,YES,NO,,RSA,10,1,NO,7
C,web,RSA,2374910,868,LOW,YES,YES,,RSA,9,2,YES,1
C,web,AES,12768562,1670,HIGH,,YES,,RSA,9,2,,4
B,STANDALONE,RSA,13745418,404,LOW,YES,YES,YES,RSA,10,3,,12
A,MIX,ECDHE,195224,1623,LOW,,YES,NO,RSA,9,3,,8
B,MIX,DES,16390387,2097,HIGH,YES,NO,NO,RSA,10,2,,6
B,STANDALONE,RSA,6243010,4096,MEDIUM,NO,YES,,RSA,10,3,,11
C,MIX,ECDHE,16090421,4096,MEDIUM,YES,YES,YES,RSA,8,1,,1
B,STANDALONE,ECDHE,1553268,0,HIGH,YES,YES,,RSA,10,2,,8
C,MIX,ECDHE,1777767,1537,LOW,,NO,,RSA,10,3,NO,2
D,STANDALONE,ECDHE,7319135,1325,MEDIUM,NO,YES,,RSA,10,3,,4
C,web,AES,3120090,255,LOW,NO,NO,,RSA,10,3,,1
A,web,ECDHE,1911089,263,HIGH,YES,YES,,RSA,7,3,YES,9
C,MIX,RSA,11637229,4096,MEDIUM,,YES,,RSA,10,2,NO,4
D,STANDALONE,ECDHE,14811662,1504,LOW,NO,NO,,RSA,7,2,NO,1
B,web,ECDHE,2175244,896,HIGH,,YES,,RSA,9,3,,4
B,web,AES,8258258,679,LOW,YES,YES,,RSA,7,2,NO,1
A,MIX,ECDHE,16346288,4096,HIGH,,YES,,RSA,8,2,,1
B,web,ECDHE,7532791,3810,LOW,,NO,NO,RSA,8,3,NO,11
D,web,RSA,15257783,1861,LOW,YES,YES,NO,RSA,10,1,NO,8
B,STANDALONE,RSA,2604499,111,HIGH,,YES,,RSA,10,3,NO,1
D,web,RSA,4889412,1994,HIGH,,YES,YES,RSA,8,1,,4
A,MIX,RSA,4559337,856,LOW,NO,YES,YES,RSA,10,1,,9
D,MIX,ECDHE,12696546,809,MEDIUM,YES,YES,,RSA,10,3,,7
C,web,DES,6574714,0,HIGH,YES,YES,YES,RSA,10,3,,12
D,web,RSA,9090341,29,MEDIUM,YES,NO,,RSA,10,3,YES,8
D,STANDALONE,RSA,13400193,1465,LOW,NO,YES,,RSA,8,3,,1
B,MIX,RSA,3729310,118,HIGH,YES,NO,,RSA,10,3,,12
D,web,RSA,4015815,432,MEDIUM,NO,YES,,RSA,10,3,YES,1
C,STANDALONE,AES,16236033,1576,MEDIUM,NO,YES,,RSA,10,1,NO,9
A,STANDALONE,AES,5326212,12,HIGH,YES,YES,NO,RSA,10,3,NO,1
C,MIX,ECDHE,8708062,46,LOW,,NO,,RSA,10,3,NO,12
A,STANDALONE,ECDHE,6123652,1706,LOW,,YES,,RSA,10,2,YES,1
B,web,AES,12941345,0,MEDIUM,NO,NO,,RSA,10,2,NO,4
A,MIX,ECDHE,6513472,4096,MEDIUM,YES,YES,YES,RSA,7,3,,6
C,MIX,RSA,12534280,2144,HIGH,NO,NO,,RSA,10,3,YES,1
C,STANDALONE,ECDHE,12930327,193,LOW,YES,NO,,RSA,10,3,YES,1
A,web,ECDHE,6810110,4096,HIGH,NO,YES,,RSA,10,3,YES,2
D,web,DES,3750447,414,MEDIUM,YES,YES,,RSA,10,1,,1
A,STANDALONE,ECDHE,13116791,935,MEDIUM,NO,NO,,RSA,10,3,NO,1
D,web,AES,16038407,2043,HIGH,,NO,,RSA,10,2,,7
C,MIX,RSA,15420312,1288,LOW,NO,NO,,RSA,8,3,,12
D,STANDALONE,ECDHE,9810189,2249,HIGH,YES,NO,YES,RSA,9,2,YES,6
A,web,RSA,1890924,0,HIGH,,YES,,RSA,10,3,,1
C,STANDALONE,ECDHE,16317113,1184,LOW,NO,YES,,RSA,8,3,,3
B,web,ECDHE,13440586,653,LOW,,YES,,RSA,10,3,,7
B,web,RSA,1666244,0,MEDIUM,YES,YES,NO,RSA,10,3,,12
D,MIX,AES,1099743,10,HIGH,,NO,,RSA,10,1,NO,3
B,MIX,ECDHE,6895167,0,LOW,YES,NO,,RSA,8,3,,7
B,STANDALONE,RSA,4136026,2721,MEDIUM,YES,YES,YES,RSA,10,3,,2
B,MIX,AES,11937070,2437,HIGH,,YES,,RSA,9,3,,5
B,MIX,RSA,12567383,4096,MEDIUM,YES,YES,,RSA,8,2,,10
B,STANDALONE,RSA,7977313,3483,HIGH,,YES,,RSA,9,1,YES,1
B,MIX,RSA,9266166,633,MEDIUM,YES,YES,,RSA,10,3,,12
B,STANDALONE,AES,14573378,0,MEDIUM,YES,NO,,RSA,10,3,,3
D,MIX,RSA,12756190,1069,LOW,NO,NO,,RSA,10,3,NO,2
B,MIX,RSA,4242597,4085,LOW,,NO,YES,RSA,7,3,NO,1
C,STANDALONE,RSA,14982515,1055,MEDIUM,YES,NO,,RSA,9,2,NO,8
B,MIX,ECDHE,3054222,0,HIGH,NO,NO,,RSA,10,3,NO,6
C,MIX,RSA,7990172,0,LOW,YES,NO,,RSA,10,3,,1
B,MIX,AES,16190194,982,MEDIUM,,NO,,RSA,7,1,NO,1
A,STANDALONE,ECDHE,5694572,4096,HIGH,NO,YES,,RSA,8,1,YES,1
A,web,RSA,4022259,708,LOW,,NO,,RSA,10,2,NO,1
B,web,AES,4219859,190,HIGH,,YES,NO,RSA,10,2,YES,3
A,MIX,RSA,6984551,3424,HIGH,NO,YES,NO,RSA,10,3,,12
B,web,ECDHE,457150,1875,LOW,,YES,,RSA,10,2,,1
B,web,ECDHE,11908414,3436,LOW,NO,NO,,RSA,7,3,,9
B,STANDALONE,AES,597872,28,MEDIUM,,NO,,RSA,10,3,NO,1
C,STANDALONE,ECDHE,8865257,4096,LOW,NO,YES,,RSA,10,3,,3
A,MIX,DES,11847761,0,LOW,YES,YES,NO,RSA,10,3,,4
D,MIX,ECDHE,16763423,1081,LOW,NO,YES,,RSA,9,2,,1
D,STANDALONE,AES,11919137,683,MEDIUM,,YES,YES,RSA,9,3,,4
B,web,RSA,7464797,672,HIGH,NO,NO,,RSA,9,2,,5
D,web,AES,9793712,1655,MEDIUM,YES,YES,NO,RSA,7,2,NO,9
A,web,AES,11562166,0,MEDIUM,,YES,YES,RSA,10,3,NO,12
C,MIX,AES,1847748,1136,LOW,NO,YES,,RSA,9,3,YES,2
D,MIX,ECDHE,4951277,306,MEDIUM,NO,YES,,RSA,8,3,,3
C,STANDALONE,RSA,8461808,4071,LOW,NO,YES,,RSA,10,3,NO,12
C,MIX,ECDHE,13099885,0,HIGH,,NO,,RSA,10,3,,6
C,STANDALONE,ECDHE,1337251,0,LOW,,NO,NO,RSA,10,1,,1
B,web,ECDHE,11277215,494,HIGH,YES,NO,,RSA,7,2,,1
B,web,ECDHE,5923497,1240,LOW,NO,YES,YES,RSA,10,1,,3
A,STANDALONE,AES,12724675,343,HIGH,YES,NO,,RSA,10,3,,3
A,MIX,RSA,4859761,122,LOW,NO,YES,,RSA,10,3,,12
C,MIX,RSA,2632022,35,HIGH,,NO,YES,RSA,10,2,YES,1
C,MIX,AES,13591733,1658,LOW,YES,YES,YES,RSA,10,2,,8
D,MIX,ECDHE,10329394,4096,MEDIUM,YES,YES,YES,RSA,10,3,NO,1
C,STANDALONE,RSA,15957827,4096,MEDIUM,YES,YES,,RSA,10,3,,8
C,web,AES,4168221,4096,LOW,NO,YES,,RSA,10,3,NO,12
D,MIX,RSA,9772484,0,LOW,YES,YES,,RSA,10,3,NO,12
B,web,ECDHE,15464302,20,LOW,,NO,,RSA,10,3,,1
B,STANDALONE,RSA,10277071,770,LOW,,NO,,RSA,10,3,,6
B,MIX,ECDHE,7354567,1002,LOW,YES,YES,YES,RSA,10,3,YES,12
C,STANDALONE,AES,1245992,1980,HIGH,NO,YES,,RSA,9,3,YES,3
A,STANDALONE,RSA,12859567,1530,HIGH,YES,YES,NO,RSA,10,3,,11
C,web,ECDHE,495546,848,MEDIUM,NO,YES,,RSA,8,3,,1
A,MIX,AES,13290742,0,MEDIUM,NO,YES,,RSA,10,2,NO,11
B,STANDALONE,RSA,1867221,0,MEDIUM,NO,YES,NO,RSA,10,2,NO,10
C,MIX,ECDHE,1625223,958,LOW,NO,YES,,RSA,10,3,NO,1
B,STANDALONE,ECDHE,7510672,838,HIGH,,YES,NO,RSA,10,3,,1
A,MIX,AES,2561272,1893,MEDIUM,,NO,NO,RSA,10,3,,1
B,web,RSA,14659761,4096,MEDIUM,NO,YES,,RSA,10,3,,4
D,MIX,DES,15243763,1066,MEDIUM,NO,NO,NO,RSA,10,3,,3
B,MIX,RSA,1172639,760,HIGH,NO,YES,,RSA,10,3,YES,6
A,STANDALONE,ECDHE,13880547,1547,LOW,NO,NO,NO,RSA,10,3,YES,12
D,web,DES,10052810,212,MEDIUM,YES,YES,,RSA,9,3,,5
B,web,ECDHE,16538986,3096,LOW,,YES,,RSA,9,3,NO,2
A,web,RSA,4604354,1828,HIGH,NO,NO,,RSA,10,1,NO,10
C,web,AES,8757950,1332,HIGH,NO,YES,,RSA,10,3,,8
B,web,DES,2499120,4096,MEDIUM,YES,NO,NO,RSA,9,3,NO,1
B,MIX,ECDHE,1964367,1333,MEDIUM,,YES,YES,RSA,10,3,,8
D,MIX,RSA,7394145,0,HIGH,,YES,YES,RSA,10,2,NO,8
B,web,AES,6756975,806,LOW,YES,YES,,RSA,10,3,NO,1
B,web,RSA,6697085,672,HIGH,,NO,NO,RSA,8,2,NO,8
A,STANDALONE,ECDHE,13477385,561,MEDIUM,NO,YES,,RSA,9,3,,4
A,web,AES,4097836,0,HIGH,YES,YES,,RSA,10,1,YES,2
B,web,RSA,16099390,1307,LOW,,YES,YES,RSA,10,1,NO,12
B,MIX,ECDHE,10493948,291,LOW,YES,YES,,RSA,10,3,NO,5
B,web,ECDHE,911685,2836,HIGH,NO,YES,,RSA,8,3,YES,10
C,STANDALONE,DES,15920984,2067,HIGH,NO,YES,,RSA,10,3,,10
A,web,ECDHE,14144770,1083,HIGH,NO,YES,,RSA,10,1,YES,1
C,web,RSA,10279512,121,HIGH,YES,YES,,RSA,10,2,NO,1
A,STANDALONE,ECDHE,5611699,1656,MEDIUM,YES,NO,YES,RSA,10,3,,12
D,STANDALONE,ECDHE,10096691,0,LOW,NO,YES,,RSA,8,3,,1
D,MIX,ECDHE,9782606,1087,LOW,,YES,YES,RSA,9,2,NO,10
B,MIX,ECDHE,8778304,0,LOW,,YES,NO,RSA,10,3,NO,1
C,STANDALONE,RSA,10204926,3015,HIGH,YES,YES,NO,RSA,10,3,,11
D,MIX,ECDHE,6724390,1388,MEDIUM,,YES,,RSA,10,3,,8
A,STANDALONE,RSA,2826176,1874,LOW,NO,YES,,RSA,9,1,,8
B,STANDALONE,ECDHE,11234298,0,HIGH,,NO,,RSA,10,3,YES,8
B,MIX,RSA,1329543,1997,LOW,NO,YES,,RSA,9,3,YES,1
D,web,ECDHE,4625269,3082,MEDIUM,YES,YES,YES,RSA,10,3,NO,1
A,web,ECDHE,1480660,1649,MEDIUM,YES,NO,NO,RSA,10,3,NO,1
C,STANDALONE,RSA,16094949,318,HIGH,,YES,NO,RSA,10,3,,6
B,web,RSA,16253778,446,MEDIUM,NO,NO,,RSA,9,2,NO,3
A,web,AES,15612290,3256,HIGH,,NO,,RSA,9,3,,1
B,STANDALONE,RSA,3483921,1115,HIGH,YES,NO,,RSA,10,3,NO,10
B,STANDALONE,RSA,2729943,4096,MEDIUM,YES,YES,YES,RSA,7,1,,2
C,web,ECDHE,15890436,999,HIGH,YES,NO,YES,RSA,10,3,,6
C,STANDALONE,RSA,465512,709,HIGH,YES,YES,,RSA,10,3,NO,1
C,MIX,ECDHE,12750120,1412,MEDIUM,,YES,NO,RSA,9,2,NO,2
A,web,RSA,131013,2100,LOW,YES,YES,,RSA,10,2,,1
A,STANDALONE,AES,2223867,0,LOW,YES,YES,,RSA,10,1,YES,1
B,STANDALONE,ECDHE,2894665,793,LOW,,YES,,RSA,8,3,,6
B,web,ECDHE,2821510,2928,HIGH,,NO,YES,RSA,10,3,NO,1
B,web,RSA,14331919,4096,MEDIUM,YES,NO,,RSA,10,3,,6
C,web,DES,467790,4096,MEDIUM,YES,YES,,RSA,10,2,,12
C,MIX,ECDHE,2950888,3939,MEDIUM,NO,YES,NO,RSA,9,3,,1
B,STANDALONE,RSA,12852160,474,HIGH,YES,YES,,RSA,10,3,,1
B,MIX,RSA,10348881,2300,MEDIUM,,YES,NO,RSA,7,3,YES,12
D,web,ECDHE,5134575,0,LOW,,NO,,RSA,9,3,NO,1
A,STANDALONE,ECDHE,14912184,1519,LOW,YES,YES,,RSA,10,2,,6
B,STANDALONE,ECDHE,5824775,923,MEDIUM,YES,YES,,RSA,10,3,,1
C,STANDALONE,AES,5756759,722,MEDIUM,YES,YES,,RSA,7,2,YES,12
B,MIX,ECDHE,3466591,0,LOW,YES,YES,YES,RSA,9,3,YES,4
B,MIX,ECDHE,10778857,1150,LOW,YES,YES,,RSA,10,2,NO,4
B,MIX,RSA,12470375,0,LOW,NO,YES,,RSA,10,3,,1
B,STANDALONE,AES,11491227,734,HIGH,NO,YES,,RSA,9,3,,5
A,MIX,RSA,6163607,1933,LOW,YES,NO,,RSA,9,3,,1
C,MIX,ECDHE,6480505,0,HIGH,,YES,YES,RSA,9,3,,1
A,MIX,RSA,16456503,1375,LOW,,NO,,RSA,9,3,NO,1
D,MIX,AES,12131893,0,MEDIUM,YES,YES,NO,RSA,10,3,,4
C,web,RSA,521664,1100,LOW,NO,YES,,RSA,10,3,,3
A,web,ECDHE,1021809,2976,MEDIUM,NO,YES,YES,RSA,8,3,,6
D,MIX,RSA,629812,1772,LOW,NO,YES,NO,RSA,10,3,,1
B,web,ECDHE,13414771,1390,MEDIUM,NO,YES,,RSA,10,2,YES,1
A,STANDALONE,RSA,802039,1599,MEDIUM,NO,YES,,RSA,10,3,NO,3
B,STANDALONE,RSA,14181572,2434,HIGH,YES,NO,,RSA,10,2,YES,5
B,web,AES,7820528,1389,LOW,YES,YES,,RSA,10,3,,12
C,web,ECDHE,293902,1631,MEDIUM,,YES,,RSA,9,3,,1
D,MIX,RSA,2301908,1582,HIGH,YES,YES,,RSA,8,2,NO,5
C,STANDALONE,DES,14647494,1889,MEDIUM,NO,YES,YES,RSA,10,3,NO,1
A,MIX,ECDHE,12210541,628,MEDIUM,,NO,NO,RSA,10,3,NO,1
C,MIX,RSA,12058147,3471,HIGH,,YES,NO,RSA,8,3,,6
B,web,ECDHE,9306003,4096,MEDIUM,,NO,NO,RSA,7,3,,12
C,MIX,RSA,12665609,1342,MEDIUM,,YES,NO,RSA,10,2,NO,1
D,STANDALONE,AES,11644593,440,HIGH,YES,YES,,RSA,9,3,,8
B,web,ECDHE,383805,118,HIGH,,YES,,RSA,9,3,,8
B,web,ECDHE,12070991,0,LOW,NO,YES,,RSA,10,3,,12
B,web,RSA,11174026,1433,LOW,,NO,,RSA,10,3,,6
B,STANDALONE,ECDHE,2726704,0,LOW,,YES,,RSA,10,3,,6
B,web,RSA,7402227,1596,HIGH,YES,YES,,RSA,10,3,NO,12
A,web,RSA,8921054,1540,LOW,YES,YES,NO,RSA,10,3,YES,12
B,web,RSA,4877119,880,HIGH,YES,YES,,RSA,10,3,,2
D,web,RSA,9921685,289,LOW,,YES,,RSA,8,3,NO,1
D,MIX,ECDHE,13836491,1568,MEDIUM,,YES,NO,RSA,9,3,,6
C,STANDALONE,ECDHE,13291339,957,MEDIUM,NO,NO,YES,RSA,10,2,,7
C,web,RSA,9148317,1254,MEDIUM,YES,YES,,RSA,9,2,NO,12
C,STANDALONE,AES,6212925,1669,MEDIUM,,YES,,RSA,10,3,,12
B,MIX,RSA,10848073,4096,LOW,,NO,,RSA,9,3,,1
C,web,RSA,242029,0,LOW,YES,YES,,RSA,10,2,NO,8
A,MIX,ECDHE,16144923,0,HIGH,NO,YES,YES,RSA,10,3,,12
B,web,RSA,11872675,4096,HIGH,,YES,,RSA,10,3,NO,1
B,STANDALONE,AES,9749088,3335,LOW,YES,NO,NO,RSA,7,3,,9
C,web,RSA,15018384,570,HIGH,YES,NO,,RSA,9,3,YES,1
B,MIX,AES,2248741,0,LOW,YES,YES,NO,RSA,7,3,NO,3
A,web,RSA,564159,1207,LOW,YES,YES,NO,RSA,10,3,,10
B,STANDALONE,ECDHE,8080956,740,LOW,,NO,YES,RSA,9,3,NO,4
B,web,RSA,464332,3797,HIGH,,YES,,RSA,9,2,NO,7
A,web,AES,2192208,2567,MEDIUM,YES,YES,,RSA,10,3,,1
C,STANDALONE,ECDHE,3982158,3604,HIGH,,YES,,RSA,10,3,,1
B,web,ECDHE,3762108,1928,MEDIUM,,YES,,RSA,8,3,,1
C,STANDALONE,RSA,5887960,3450,LOW,YES,NO,,RSA,8,3,,2
C,MIX,ECDHE,15156436,0,LOW,,NO,NO,RSA,10,3,,3
C,STANDALONE,AES,4427408,852,LOW,YES,YES,,RSA,10,2,,12
D,STANDALONE,RSA,6007109,837,MEDIUM,,YES,YES,RSA,10,3,,12
C,MIX,RSA,5731595,2752,MEDIUM,NO,YES,,RSA,9,2,NO,2
C,web,ECDHE,7084963,4096,LOW,,NO,,RSA,10,3,YES,1
B,web,ECDHE,9600652,0,HIGH,,NO,YES,RSA,10,3,NO,2
A,MIX,RSA,2224778,0,HIGH,NO,YES,,RSA,10,3,YES,1
D,STANDALONE,RSA,16164194,0,LOW,YES,NO,NO,RSA,8,3,NO,10
C,STANDALONE,ECDHE,1281375,1561,MEDIUM,,YES,,RSA,10,3,,1
D,STANDALONE,AES,16186654,0,MEDIUM,NO,YES,,RSA,7,1,,1
B,web,ECDHE,348028,1303,HIGH,YES,YES,,RSA,10,2,,11
C,web,ECDHE,8010517,3064,MEDIUM,,YES,YES,RSA,10,3,,5
B,STANDALONE,ECDHE,3366077,273,LOW,YES,YES,NO,RSA,9,1,,3
C,web,AES,14330040,861,LOW,YES,YES,NO,RSA,8,3,,5
B,STANDALONE,RSA,4833059,1953,LOW,YES,YES,YES,RSA,10,1,,8
B,web,RSA,7687832,1464,LOW,NO,NO,,RSA,9,3,,3
A,web,DES,9107276,1386,MEDIUM,,NO,,RSA,10,3,YES,1
B,MIX,RSA,4036863,47,MEDIUM,NO,YES,,RSA,8,3,,1
B,STANDALONE,DES,7951630,1630,MEDIUM,YES,YES,YES,RSA,7,2,,1
B,STANDALONE,AES,15882672,3452,MEDIUM,YES,YES,,RSA,10,3,,5
D,web,RSA,1443832,4096,MEDIUM,YES,YES,NO,RSA,10,2,YES,1
C,STANDALONE,AES,2941296,0,LOW,NO,YES,,RSA,9,2,,1
C,MIX,ECDHE,8208944,569,LOW,,YES,NO,RSA,9,3,,1
B,web,ECDHE,4214052,914,MEDIUM,,YES,,RSA,10,2,,1
C,MIX,AES,10787278,130,HIGH,YES,YES,,RSA,9,1,NO,12
C,web,ECDHE,14611552,2713,HIGH,,YES,,RSA,10,3,NO,1
B,web,RSA,8758420,0,LOW,YES,YES,,RSA,10,2,,2
D,MIX,DES,13212474,367,LOW,YES,YES,,RSA,7,3,NO,5
A,MIX,AES,14821931,1209,HIGH,YES,YES,,RSA,10,2,NO,1
C,MIX,RSA,14518234,145,LOW,NO,NO,,RSA,8,3,NO,1
B,MIX,RSA,6202356,1726,LOW,YES,YES,,RSA,8,3,YES,1
A,web,AES,15032444,4096,LOW,YES,YES,YES,RSA,10,3,NO,12
B,web,AES,10910390,1001,HIGH,YES,NO,NO,RSA,9,3,NO,1
C,web,DES,3619793,4096,MEDIUM,NO,NO,YES,RSA,10,3,,1
A,MIX,RSA,9012068,4096,LOW,,NO,,RSA,10,1,,2
B,STANDALONE,RSA,11589852,0,MEDIUM,,YES,,RSA,10,2,,4
C,STANDALONE,ECDHE,15484804,366,MEDIUM,NO,NO,YES,RSA,7,3,,6
D,web,ECDHE,12850344,79,LOW,,YES,,RSA,10,3,,1
D,MIX,ECDHE,9830858,1070,LOW,NO,YES,NO,RSA,7,3,,10
B,MIX,RSA,2575331,2179,LOW,YES,YES,,RSA,10,2,YES,6
B,web,RSA,5401110,95,HIGH,NO,NO,,RSA,10,3,NO,1
D,MIX,ECDHE,13143138,0,LOW,NO,YES,NO,RSA,9,3,NO,1
B,STANDALONE,RSA,741464,882,HIGH,,NO,NO,RSA,10,2,,3
B,STANDALONE,RSA,4669976,907,HIGH,,YES,YES,RSA,10,3,,6
B,MIX,ECDHE,11406673,660,LOW,,NO,,RSA,8,3,NO,5
A,MIX,RSA,208881,1326,MEDIUM,NO,YES,,RSA,8,2,NO,10
B,STANDALONE,RSA,6597968,862,LOW,,NO,NO,RSA,9,3,,12
C,STANDALONE,RSA,9202814,1475,LOW,,YES,,RSA,9,3,NO,1
A,STANDALONE,ECDHE,10582410,4096,LOW,,NO,,RSA,8,1,NO,1
B,MIX,ECDHE,10224338,4096,MEDIUM,NO,YES,YES,RSA,10,2,NO,2
B,web,AES,9655873,968,MEDIUM,NO,YES,NO,RSA,8,3,YES,8
C,web,ECDHE,5216759,992,HIGH,,YES,NO,RSA,9,2,NO,4
C,web,AES,11625000,2901,HIGH,,NO,,RSA,10,1,NO,5
C,STANDALONE,ECDHE,555716,4096,MEDIUM,,YES,NO,RSA,10,3,,3
B,MIX,ECDHE,8351315,1168,MEDIUM,YES,YES,,RSA,8,3,,1
A,MIX,AES,7915833,0,LOW,YES,NO,NO,RSA,10,3,NO,1
B,MIX,RSA,8285065,593,MEDIUM,YES,YES,NO,RSA,9,3,,7
C,MIX,AES,13876075,3225,LOW,YES,NO,NO,RSA,7,3,,5
D,STANDALONE,AES,14723832,4096,MEDIUM,YES,NO,,RSA,10,3,NO,2
D,web,RSA,5681286,3435,HIGH,,YES,,RSA,9,1,,1
C,web,RSA,12845872,1916,HIGH,NO,YES,,RSA,8,1,NO,1
C,MIX,ECDHE,4760716,0,LOW,,YES,,RSA,10,3,,6
C,web,RSA,2500158,0,HIGH,YES,YES,,RSA,9,3,NO,1
C,web,RSA,15281440,4084,HIGH,YES,YES,,RSA,10,1,YES,1
C,MIX,ECDHE,1674046,0,MEDIUM,YES,YES,NO,RSA,9,3,,5
D,STANDALONE,ECDHE,3185461,4096,MEDIUM,,YES,,RSA,10,1,,4
C,web,DES,9816358,212,MEDIUM,NO,YES,,RSA,10,2,YES,5
B,MIX,RSA,11654636,243,LOW,NO,YES,NO,RSA,10,3,,2
B,MIX,RSA,3558219,0,HIGH,NO,YES,,RSA,10,2,NO,6
C,STANDALONE,ECDHE,13494337,0,LOW,NO,NO,YES,RSA,10,3,,7
B,STANDALONE,ECDHE,7643075,4044,MEDIUM,NO,NO,NO,RSA,10,1,NO,9
C,web,RSA,8354980,0,LOW,,YES,NO,RSA,10,3,,8
B,web,DES,12256539,1097,LOW,NO,NO,,RSA,10,3,NO,4
D,MIX,RSA,11369967,741,LOW,YES,YES,,RSA,10,2,NO,4
B,STANDALONE,ECDHE,3727815,908,MEDIUM,YES,YES,YES,RSA,10,3,,2
D,MIX,RSA,9352133,4096,HIGH,,YES,YES,RSA,10,3,YES,4
A,STANDALONE,ECDHE,14746684,0,LOW,NO,NO,,RSA,9,2,,9
B,MIX,ECDHE,4334091,1588,HIGH,,YES,,RSA,10,1,,6
B,web,RSA,12459434,917,LOW,NO,NO,,RSA,8,2,YES,8
B,web,ECDHE,9342886,3787,MEDIUM,YES,YES,,RSA,10,3,,11
A,web,RSA,2863624,3178,LOW,,YES,,RSA,10,3,,9
A,MIX,ECDHE,3802105,910,HIGH,YES,NO,YES,RSA,7,3,,10
B,STANDALONE,RSA,6011437,321,MEDIUM,NO,YES,,RSA,10,3,,1
D,STANDALONE,DES,12208594,2284,HIGH,YES,YES,,RSA,7,3,,1
C,web,ECDHE,8540219,940,LOW,NO,YES,,RSA,10,3,,1
C,STANDALONE,RSA,11010369,2100,LOW,,YES,,RSA,7,3,,1
C,MIX,ECDHE,8450515,4026,HIGH,NO,YES,NO,RSA,7,3,NO,10
C,web,RSA,4055220,674,MEDIUM,YES,YES,NO,RSA,7,3,,1
C,MIX,RSA,5385302,0,MEDIUM,NO,NO,NO,RSA,10,3,,1
B,MIX,RSA,9268028,0,MEDIUM,NO,YES,YES,RSA,10,3,NO,7
A,web,RSA,16328148,1465,LOW,YES,YES,NO,RSA,10,2,,1
D,STANDALONE,AES,10191287,1519,HIGH,NO,YES,,RSA,10,1,NO,10
C,web,AES,14223168,2978,LOW,,NO,YES,RSA,8,3,NO,5
C,web,ECDHE,6300712,877,LOW,,YES,,RSA,10,3,,1
A,web,ECDHE,10786809,0,MEDIUM,NO,YES,,RSA,8,3,,9
B,STANDALONE,AES,611088,4096,HIGH,YES,YES,YES,RSA,10,3,,1
C,STANDALONE,ECDHE,13081136,0,MEDIUM,NO,NO,NO,RSA,10,3,NO,8
C,web,RSA,10321084,4096,HIGH,YES,YES,,RSA,10,3,,1
A,web,RSA,67151,44,HIGH,NO,NO,YES,RSA,8,2,,10
B,MIX,AES,2480846,4073,HIGH,NO,YES,,RSA,9,3,,1
A,web,ECDHE,6851143,4096,MEDIUM,YES,NO,,RSA,9,3,,9
B,STANDALONE,RSA,11711127,983,HIGH,YES,NO,NO,RSA,10,3,,3
B,web,ECDHE,3949090,4096,MEDIUM,NO,YES,YES,RSA,8,3,,1
A,STANDALONE,RSA,6206011,2516,MEDIUM,YES,YES,,RSA,9,3,,1
B,STANDALONE,ECDHE,12743952,0,HIGH,NO,YES,NO,RSA,10,1,NO,11
B,web,ECDHE,3375341,928,HIGH,YES,YES,,RSA,10,3,YES,1
